Original Title,Authors,cleaned_title
Advanced fraud detection using machine learning models: enhancing financial transaction security,"Nudrat Fariha,Md Nazmuddin Moin Khan,Md Iqbal Hossain,Syed Ali Reza,Joy Chakra Bortty,Kazi Sharmin Sultana,Md Shadidur Islam Jawad,Saniah Safat,Md Abdul Ahad,Maksuda Begum",advanced fraud detection using machine learning model enhancing financial transaction security
Detecting High-Stakes Interactions with Activation Probes,"Alex McKenzie,Urja Pawar,Phil Blandfort,William Bankes,David Krueger,Ekdeep Singh Lubana,Dmitrii Krasheninnikov",detecting highstakes interaction activation probe
Dense Associative Memory with Epanechnikov Energy,"Benjamin Hoover,Zhaoyang Shi,Krishnakumar Balasubramanian,Dmitry Krotov,Parikshit Ram",dense associative memory epanechnikov energy
Monotone Classification with Relative Approximations,Yufei Tao,monotone classification relative approximation
Skillful joint probabilistic weather forecasting from marginals,"Ferran Alet,Ilan Price,Andrew El-Kadi,Dominic Masters,Stratis Markou,Tom R. Andersson,Jacklynn Stott,Remi Lam,Matthew Willson,Alvaro Sanchez-Gonzalez,Peter Battaglia",skillful joint probabilistic weather forecasting marginals
Neural at ArchEHR-QA 2025: Agentic Prompt Optimization for Evidence-Grounded Clinical Question Answering,"Sai Prasanna Teja Reddy Bogireddy,Abrar Majeedi,Viswanatha Reddy Gajjala,Zhuoyan Xu,Siddhant Rai,Vaishnav Potlapalli",neural archehrqa agentic prompt optimization evidencegrounded clinical question answering
Preserving Task-Relevant Information Under Linear Concept Removal,"Floris Holstege,Shauli Ravfogel,Bram Wouters",preserving taskrelevant information linear concept removal
Hessian Geometry of Latent Space in Generative Models,"Alexander Lobashev,Dmitry Guskov,Maria Larchenko,Mikhail Tamm",hessian geometry latent space generative model
Leveraging Low-rank Factorizations of Conditional Correlation Matrices in Graph Learning,"Thu Ha Phi,Alexandre Hippert-Ferrer,Florent Bouchard,Arnaud Breloy",leveraging lowrank factorization conditional correlation matrix graph learning
Non-stationary Online Learning for Curved Losses: Improved Dynamic Regret via Mixability,"Yu-Jie Zhang,Peng Zhao,Masashi Sugiyama",nonstationary online learning curved loss improved dynamic regret via mixability
Graph Neural Networks for Automatic Addition of Optimizing Components in Printed Circuit Board Schematics,"Pascal Plettenberg,André Alcalde,Bernhard Sick,Josephine M. Thomas",graph neural network automatic addition optimizing component printed circuit board schematic
Data-driven Day Ahead Market Prices Forecasting: A Focus on Short Training Set Windows,"Vasilis Michalakopoulos,Christoforos Menos-Aikateriniadis,Elissaios Sarmas,Antonis Zakynthinos,Pavlos S. Georgilakis,Dimitris Askounis",datadriven day ahead market price forecasting focus short training set window
Equivariant Neural Diffusion for Molecule Generation,"François Cornet,Grigory Bartosh,Mikkel N. Schmidt,Christian A. Naesseth",equivariant neural diffusion molecule generation
MNN-LLM: A Generic Inference Engine for Fast Large Language Model Deployment on Mobile Devices,"Zhaode Wang,Jingbang Yang,Xinyu Qian,Shiwen Xing,Xiaotang Jiang,Chengfei Lv,Shengyu Zhang",mnnllm generic inference engine fast large language model deployment mobile device
System Identification Using Kolmogorov-Arnold Networks: A Case Study on Buck Converters,"Nart Gashi,Panagiotis Kakosimos,George Papafotiou",system identification using kolmogorovarnold network case study buck converter
Data-Driven Soil Organic Carbon Sampling: Integrating Spectral Clustering with Conditioned Latin Hypercube Optimization,"Weiying Zhao,Aleksei Unagaev,Natalia Efremova",datadriven soil organic carbon sampling integrating spectral clustering conditioned latin hypercube optimization
Generative Algorithms for Wildfire Progression Reconstruction from Multi-Modal Satellite Active Fire Measurements and Terrain Height,"Bryan Shaddy,Brianna Binder,Agnimitra Dasgupta,Haitong Qin,James Haley,Angel Farguell,Kyle Hilburn,Derek V. Mallia,Adam Kochanski,Jan Mandel,Assad Oberai",generative algorithm wildfire progression reconstruction multimodal satellite active fire measurement terrain height
EQA-RM: A Generative Embodied Reward Model with Test-time Scaling,"Yuhang Chen,Zhen Tan,Tianlong Chen",eqarm generative embodied reward model testtime scaling
Can We Infer Confidential Properties of Training Data from LLMs?,"Pengrun Huang,Chhavi Yadav,Ruihan Wu,Kamalika Chaudhuri",infer confidential property training data llm
TreeLoRA: Efficient Continual Learning via Layer-Wise LoRAs Guided by a Hierarchical Gradient-Similarity Tree,"Yu-Yang Qian,Yuan-Ze Xu,Zhen-Yu Zhang,Peng Zhao,Zhi-Hua Zhou",treelora efficient continual learning via layerwise loras guided hierarchical gradientsimilarity tree
History-Aware Neural Operator: Robust Data-Driven Constitutive Modeling of Path-Dependent Materials,"Binyao Guo,Zihan Lin,QiZhi He",historyaware neural operator robust datadriven constitutive modeling pathdependent material
Provably Learning from Language Feedback,"Wanqiao Xu,Allen Nie,Ruijie Zheng,Aditya Modi,Adith Swaminathan,Ching-An Cheng",provably learning language feedback
Air in Your Neighborhood: Fine-Grained AQI Forecasting Using Mobile Sensor Data,Aaryam Sharma,air neighborhood finegrained aqi forecasting using mobile sensor data
PyLO: Towards Accessible Learned Optimizers in PyTorch,"Paul Janson,Benjamin Therien,Quentin Anthony,Xiaolong Huang,Abhinav Moudgil,Eugene Belilovsky",pylo towards accessible learned optimizers pytorch
Detecting Sockpuppetry on Wikipedia Using Meta-Learning,"Luc Raszewski,Christine De Kock",detecting sockpuppetry wikipedia using metalearning
Collaborative Min-Max Regret in Grouped Multi-Armed Bandits,"Moïse Blanchard,Vineet Goyal",collaborative minmax regret grouped multiarmed bandit
Graph-MLLM: Harnessing Multimodal Large Language Models for Multimodal Graph Learning,"Jiajin Liu,Dongzhe Fan,Jiacheng Shen,Chuanhao Ji,Daochen Zha,Qiaoyu Tan",graphmllm harnessing multimodal large language model multimodal graph learning
Interior-Point Vanishing Problem in Semidefinite Relaxations for Neural Network Verification,"Ryota Ueda,Takami Sato,Ken Kobayashi,Kazuhide Nakata",interiorpoint vanishing problem semidefinite relaxation neural network verification
Meta-learning Representations for Learning from Multiple Annotators,"Atsutoshi Kumagai,Tomoharu Iwata,Taishi Nishiyama,Yasutoshi Ida,Yasuhiro Fujiwara",metalearning representation learning multiple annotator
A new type of federated clustering: A non-model-sharing approach,"Yuji Kawamata,Kaoru Kamijo,Maki Kihira,Akihiro Toyoda,Tomoru Nakayama,Akira Imakura,Tetsuya Sakurai,Yukihiko Okada",new type federated clustering nonmodelsharing approach
AWP: Activation-Aware Weight Pruning and Quantization with Projected Gradient Descent,"Jing Liu,Toshiaki Koike-Akino,Ye Wang,Hassan Mansour,Matthew Brand",awp activationaware weight pruning quantization projected gradient descent
DynaSubVAE: Adaptive Subgrouping for Scalable and Robust OOD Detection,"Tina Behrouzi,Sana Tonekaboni,Rahul G. Krishnan,Anna Goldenberg",dynasubvae adaptive subgrouping scalable robust ood detection
Improving Oral Cancer Outcomes Through Machine Learning and Dimensionality Reduction,"Mohammad Subhi Al-Batah,Muhyeeddin Alqaraleh,Mowafaq Salem Alzboon",improving oral cancer outcome machine learning dimensionality reduction
Geometric Regularity in Deterministic Sampling of Diffusion-based Generative Models,"Defang Chen,Zhenyu Zhou,Can Wang,Siwei Lyu",geometric regularity deterministic sampling diffusionbased generative model
Wasserstein Barycenter Soft Actor-Critic,"Zahra Shahrooei,Ali Baheri",wasserstein barycenter soft actorcritic
The 2025 PNPL Competition: Speech Detection and Phoneme Classification in the LibriBrain Dataset,"Gilad Landau,Miran Özdogan,Gereon Elvers,Francesco Mantegna,Pratik Somaiya,Dulhan Jayalath,Luisa Kurth,Teyun Kwon,Brendan Shillingford,Greg Farquhar,Minqi Jiang,Karim Jerbi,Hamza Abdelhedi,Yorguin Mantilla Ramos,Caglar Gulcehre,Mark Woolrich,Natalie Voets,Oiwi Parker Jones",pnpl competition speech detection phoneme classification libribrain dataset
Probabilistic Variational Contrastive Learning,"Minoh Jeong,Seonho Kim,Alfred Hero",probabilistic variational contrastive learning
Balanced Hyperbolic Embeddings Are Natural Out-of-Distribution Detectors,"Tejaswi Kasarla,Max van Spengler,Pascal Mettes",balanced hyperbolic embeddings natural outofdistribution detector
Physiological-Model-Based Neural Network for Heart Rate Estimation during Daily Physical Activities,"Yaowen Zhang,Libera Fresiello,Peter H. Veltink,Dirk W. Donker,Ying Wang",physiologicalmodelbased neural network heart rate estimation daily physical activity
Survival Analysis as Imprecise Classification with Trainable Kernels,"Andrei V. Konstantinov,Vlada A. Efremenko,Lev V. Utkin",survival analysis imprecise classification trainable kernel
Provable Sim-to-Real Transfer via Offline Domain Randomization,"Arnaud Fickinger,Abderrahim Bendahi,Stuart Russell",provable simtoreal transfer via offline domain randomization
Meet Me at the Arm: The Cooperative Multi-Armed Bandits Problem with Shareable Arms,"Xinyi Hu,Aldo Pacchiano",meet arm cooperative multiarmed bandit problem shareable arm
NnD: Diffusion-based Generation of Physically-Nonnegative Objects,"Nadav Torem,Tamar Sde-Chen,Yoav Y. Schechner",nnd diffusionbased generation physicallynonnegative object
Unsupervised Deep Clustering of MNIST with Triplet-Enhanced Convolutional Autoencoders,Md. Faizul Islam Ansari,unsupervised deep clustering mnist tripletenhanced convolutional autoencoders
Efficient kernelized bandit algorithms via exploration distributions,"Bingshan Hu,Zheng He,Danica J. Sutherland",efficient kernelized bandit algorithm via exploration distribution
Optimizing Latent Dimension Allocation in Hierarchical VAEs: Balancing Attenuation and Information Retention for OOD Detection,"Dane Williamson,Yangfeng Ji,Matthew Dwyer",optimizing latent dimension allocation hierarchical vaes balancing attenuation information retention ood detection
Improving the performance of optical inverse design of multilayer thin films using CNN-LSTM tandem neural networks,"Uijun Jung,Deokho Jang,Sungchul Kim,Jungho Kim",improving performance optical inverse design multilayer thin film using cnnlstm tandem neural network
NOCL: Node-Oriented Conceptualization LLM for Graph Tasks without Message Passing,"Wei Li,Mengcheng Lan,Jiaxing Xu,Yiping Ke",nocl nodeoriented conceptualization llm graph task without message passing
Leveraging Pre-Trained Models for Multimodal Class-Incremental Learning under Adaptive Fusion,"Yukun Chen,Zihuan Qiu,Fanman Meng,Hongliang Li,Linfeng Xu,Qingbo Wu",leveraging pretrained model multimodal classincremental learning adaptive fusion
What Exactly Does Guidance Do in Masked Discrete Diffusion Models,"He Ye,Rojas Kevin,Tao Molei",exactly guidance masked discrete diffusion model
Coupled reaction and diffusion governing interface evolution in solid-state batteries,"Jingxuan Ding,Laura Zichi,Matteo Carli,Menghang Wang,Albert Musaelian,Yu Xie,Boris Kozinsky",coupled reaction diffusion governing interface evolution solidstate battery
On feature selection in double-imbalanced data settings: a Random Forest approach,Fabio Demaria,feature selection doubleimbalanced data setting random forest approach
Decomposing MLP Activations into Interpretable Features via Semi-Nonnegative Matrix Factorization,"Or Shafran,Atticus Geiger,Mor Geva",decomposing mlp activation interpretable feature via seminonnegative matrix factorization
Probably Approximately Correct Labels,"Emmanuel J. Candès,Andrew Ilyas,Tijana Zrnic",probably approximately correct label
Demystifying Spectral Feature Learning for Instrumental Variable Regression,"Dimitri Meunier,Antoine Moulin,Jakub Wornbard,Vladimir R. Kostic,Arthur Gretton",demystifying spectral feature learning instrumental variable regression
Generalization or Hallucination? Understanding Out-of-Context Reasoning in Transformers,"Yixiao Huang,Hanlin Zhu,Tianyu Guo,Jiantao Jiao,Somayeh Sojoudi,Michael I. Jordan,Stuart Russell,Song Mei",generalization hallucination understanding outofcontext reasoning transformer
A Goemans-Williamson type algorithm for identifying subcohorts in clinical trials,Pratik Worah,goemanswilliamson type algorithm identifying subcohorts clinical trial
The Gittins Index: A Design Principle for Decision-Making Under Uncertainty,"Ziv Scully,Alexander Terenin",gittins index design principle decisionmaking uncertainty
OmniFluids: Unified Physics Pre-trained Modeling of Fluid Dynamics,"Rui Zhang,Qi Meng,Han Wan,Yang Liu,Zhi-Ming Ma,Hao Sun",omnifluids unified physic pretrained modeling fluid dynamic
Energy-Efficient Deep Learning for Traffic Classification on Microcontrollers,"Adel Chehade,Edoardo Ragusa,Paolo Gastaldo,Rodolfo Zunino",energyefficient deep learning traffic classification microcontrollers
SNR and Resource Adaptive Deep JSCC for Distributed IoT Image Classification,"Ali Waqas,Sinem Coleri",snr resource adaptive deep jscc distributed iot image classification
Practical Improvements of A/B Testing with Off-Policy Estimation,"Otmane Sakhi,Alexandre Gilotte,David Rohde",practical improvement testing offpolicy estimation
Logarithmic Smoothing for Adaptive PAC-Bayesian Off-Policy Learning,"Maxime Haddouche,Otmane Sakhi",logarithmic smoothing adaptive pacbayesian offpolicy learning
Pushing the Limits of Extreme Weather: Constructing Extreme Heatwave Storylines with Differentiable Climate Models,"Tim Whittaker,Alejandro Di Luca",pushing limit extreme weather constructing extreme heatwave storyline differentiable climate model
Robust Unsupervised Adaptation of a Speech Recogniser Using Entropy Minimisation and Speaker Codes,"Rogier C. van Dalen,Shucong Zhang,Titouan Parcollet,Sourav Bhattacharya",robust unsupervised adaptation speech recogniser using entropy minimisation speaker code
Structure and asymptotic preserving deep neural surrogates for uncertainty quantification in multiscale kinetic equations,"Wei Chen,Giacomo Dimarco,Lorenzo Pareschi",structure asymptotic preserving deep neural surrogate uncertainty quantification multiscale kinetic equation
Assessing the Resilience of Automotive Intrusion Detection Systems to Adversarial Manipulation,"Stefano Longari,Paolo Cerracchio,Michele Carminati,Stefano Zanero",assessing resilience automotive intrusion detection system adversarial manipulation
Box-Constrained Softmax Function and Its Application for Post-Hoc Calibration,"Kyohei Atarashi,Satoshi Oyama,Hiromi Arai,Hisashi Kashima",boxconstrained softmax function application posthoc calibration
